연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
647,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 694(674 인근),126.8649932,37.2869913,2026-01-12
648,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 703(669-7 인근),126.8661437,37.2869753,2026-01-12
649,소화전,일동,일동,1982-01-01,지하단구,경기도 안산시 상록구 일동 115-1(102 인근),126.8720478,37.3152712,2026-01-12
650,소화전,본오1동,팔곡이동,2000-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 50-19(50-20 인근),126.8871312,37.2869582,2026-01-12
651,급수탑,본오1동,팔곡이동,,지상단구,경기도 안산시 상록구 팔곡이동 89-3(88 인근),126.8869789,37.2842806,2026-01-12
652,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-47(724 인근),126.8687447,37.2902621,2026-01-12
653,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-62(841-4 인근),126.8709454,37.2916707,2026-01-12
654,소화전,본오1동,본오동,1995-01-01,,경기도 안산시 상록구 본오동 881-48(839-11 인근),126.8694448,37.2917105,2026-01-12
655,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 1007(959 인근),126.8603758,37.2873164,2026-01-12
656,소화전,본오1동,팔곡이동,2015-01-01,지상쌍구,경기도 안산시 상록구 팔곡이동 352-10(356-7 인근),126.8882867,37.2973314,2026-01-12
657,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 1010(981-16 인근),126.8596672,37.2849488,2026-01-12
658,소화전,본오1동,본오동,1985-01-01,지상쌍구,경기도 안산시 상록구 본오동 958(틀 미설치),126.860668,37.2866344,2026-01-12
659,소화전,일동,일동,,,경기도 안산시 상록구 일동 133(118-13 인근),126.8684116,37.3124972,2026-01-12
660,소화전,본오1동,본오동,1985-01-01,지하단구,경기도 안산시 상록구 본오동 1007(958 인근),126.8603758,37.2873164,2026-01-12
661,소화전,본오1동,본오동,1985-01-01,지하단구,경기도 안산시 상록구 본오동 1015(957-14 인근),126.8617229,37.2854822,2026-01-12
662,소화전,본오1동,본오동,2002-01-01,,경기도 안산시 상록구 본오동 995(970-17 인근),126.8569413,37.2877248,2026-01-12
663,소화전,본오1동,팔곡이동,,지상쌍구,경기도 안산시 상록구 팔곡이동 61 보호틀,126.8852833,37.2899054,2026-01-12
664,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 1001(914 인근),126.8620782,37.2903423,2026-01-12
665,소화전,본오1동,본오동,1983-01-01,,경기도 안산시 상록구 본오동 703(667-11 인근),126.8661437,37.2869753,2026-01-12
666,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-40(855-2 인근),126.8679325,37.2917771,2026-01-12
667,소화전,본오1동,본오동,2002-01-01,,경기도 안산시 상록구 본오동 995(971-9 인근),126.8569413,37.2877248,2026-01-12
668,소화전,본오1동,본오동,,,경기도 안산시 상록구 본오동 881-77(723-2 인근),126.8697158,37.2879196,2026-01-12
669,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 1007(949-5 인근),126.8603758,37.2873164,2026-01-12
670,소화전,일동,일동,,,경기도 안산시 상록구 일동 169-5(118-7 인근),126.866845,37.3101395,2026-01-12
671,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 703(672-7 인근),126.8661437,37.2869753,2026-01-12
672,소화전,본오1동,본오동,1997-01-01,,경기도 안산시 상록구 본오동 1015(951-5 인근),126.8617229,37.2854822,2026-01-12
673,소화전,본오1동,본오동,1994-01-01,,경기도 안산시 상록구 본오동 881-77(715-12 인근),126.8697158,37.2879196,2026-01-12
674,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 698(680-8 인근),126.8649046,37.2853775,2026-01-12
675,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 1010(982-11 인근),126.8596672,37.2849488,2026-01-12
676,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-47(722-2 인근),126.8687447,37.2902621,2026-01-12
677,소화전,본오1동,본오동,1983-01-01,,경기도 안산시 상록구 본오동 1001(931-1 인근),126.8620782,37.2903423,2026-01-12
678,소화전,본오1동,본오동,1994-01-01,,경기도 안산시 상록구 본오동 997(894-1 인근),126.8605869,37.292013,2026-01-12
679,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-48(834-15 인근),126.8694448,37.2917105,2026-01-12
680,소화전,본오2동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881-17(880 인근),126.8631539,37.2968043,2026-01-12
681,소화전,일동,일동,1983-01-01,,경기도 안산시 상록구 일동 602-60(598-5 인근),126.8654528,37.313451,2026-01-12
682,소화전,본오2동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881(880 인근),126.8594872,37.297625,2026-01-12
683,소화전,본오2동,본오동,1983-01-01,,경기도 안산시 상록구 본오동 828-86(822-1 인근),126.8695991,37.2949648,2026-01-12
684,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-51(814-2 인근),126.8713239,37.2965311,2026-01-12
685,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-72(728-6 인근),126.8739565,37.2931952,2026-01-12
686,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-36(770-1 인근),126.8742031,37.2948104,2026-01-12
687,소화전,본오2동,본오동,,,경기도 안산시 상록구 본오동 881-71(71-9 인근),126.8724806,37.2915772,2026-01-12
688,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-29(771-19 인근),126.8756645,37.2936169,2026-01-12
689,급수탑,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-71(728-6 인근),126.8724806,37.2915772,2026-01-12
690,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-43(762-15 인근),126.872657,37.2948678,2026-01-12
691,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-51(797-1 인근),126.8713239,37.2965311,2026-01-12
692,소화전,일동,일동,1983-01-01,지하단구,경기도 안산시 상록구 일동 602-37(535-6 인근),126.8656461,37.3178591,2026-01-12
693,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-86(788-2 인근),126.8695991,37.2949648,2026-01-12
694,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-78(789-10 인근),126.8695659,37.2941715,2026-01-12
695,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-23(739 인근),126.876584,37.2947339,2026-01-12
696,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-51(763-6 인근),126.8713239,37.2965311,2026-01-12
697,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828-13(746-13 인근),126.8770911,37.2955227,2026-01-12
698,소화전,본오2동,본오동,,,경기도 안산시 상록구 본오동 828-15(730-1 인근),126.8768761,37.2917722,2026-01-12
699,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-72(728 인근),126.8739565,37.2931952,2026-01-12
700,소화전,본오2동,본오동,,,경기도 안산시 상록구 본오동 828-29(729-7 인근),126.8756645,37.2936169,2026-01-12
701,소화전,본오2동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 828(759-4 인근),126.8728151,37.2978789,2026-01-12
702,소화전,본오2동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881-17(871 인근),126.8631539,37.2968043,2026-01-12
703,소화전,일동,일동,,,경기도 안산시 상록구 일동 602-72(574 인근),126.8623193,37.3155204,2026-01-12
704,소화전,본오3동,본오동,,,경기도 안산시 상록구 본오동 875-2(877 인근),126.8634393,37.3025739,2026-01-12
705,소화전,본오3동,본오동,,,경기도 안산시 상록구 본오동 875-2(877 인근),126.8634393,37.3025739,2026-01-12
706,소화전,본오3동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 875-7(878 인근),126.8631928,37.3017155,2026-01-12
707,소화전,본오3동,본오동,1979-01-01,지상쌍구,경기도 안산시 상록구 본오동 875-7(878-6 인근 틀 미설치),126.8631928,37.3017155,2026-01-12
708,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(878-1 인근),126.8631928,37.3017155,2026-01-12
709,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 881-8(873-8 인근),126.8633739,37.3009243,2026-01-12
710,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(873-2 인근),126.8631928,37.3017155,2026-01-12
711,소화전,본오3동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 1145-19(1127-7 인근),126.8736446,37.3020047,2026-01-12
712,급수탑,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 1144-1(1117-4 인근),126.8715663,37.3014442,2026-01-12
713,소화전,본오3동,본오동,1994-01-01,,경기도 안산시 상록구 본오동 1144-2(1122 인근),126.8710873,37.3002863,2026-01-12
714,소화전,이동,이동,1999-01-01,,경기도 안산시 상록구 이동 763(628-2 인근),126.8428155,37.3131688,2026-01-12
715,소화전,본오3동,본오동,2002-01-01,,경기도 안산시 상록구 본오동 828-60(809-7 인근),126.8681389,37.2983298,2026-01-12
716,소화전,본오3동,본오동,1983-01-01,,경기도 안산시 상록구 본오동 881-18(872-1 인근),126.8666531,37.2966216,2026-01-12
717,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(878-7 인근),126.8631928,37.3017155,2026-01-12
718,소화전,본오3동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 874,126.8637735,37.3020995,2026-01-12
719,소화전,본오3동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 875-2(874-2 인근),126.8634393,37.3025739,2026-01-12
720,소화전,본오3동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881-13(872-2 인근),126.8632133,37.2988503,2026-01-12
721,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(1111 인근),126.8631928,37.3017155,2026-01-12
722,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(873-5 인근),126.8631928,37.3017155,2026-01-12
723,소화전,본오3동,본오동,2002-12-07,,경기도 안산시 상록구 본오동 877-5,126.8615473,37.3023755,2026-01-12
724,소화전,본오3동,본오동,1993-01-01,,경기도 안산시 상록구 본오동 1145-8(1130 인근),126.8739974,37.3010439,2026-01-12
725,소화전,이동,이동,1999-01-01,지상쌍구,경기도 안산시 상록구 이동 763(629-3 인근),126.8428155,37.3131688,2026-01-12
726,소화전,본오3동,본오동,1984-01-01,지하단구,경기도 안산시 상록구 본오동 1145-19(1147 인근),126.8736446,37.3020047,2026-01-12
727,소화전,본오3동,본오동,1979-01-01,지상쌍구,경기도 안산시 상록구 본오동 875-7(873-1 인근),126.8631928,37.3017155,2026-01-12
728,소화전,본오3동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 877-15(877-13 인근),126.8607346,37.3024127,2026-01-12
729,소화전,본오3동,본오동,1979-01-01,,경기도 안산시 상록구 본오동 875-7(878-5 인근),126.8631928,37.3017155,2026-01-12
730,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 707-22(663 인근),126.8627582,37.3350597,2026-01-12
731,소화전,부곡동,부곡동,1979-01-01,,경기도 안산시 상록구 부곡동 598(654-12 인근),126.8659215,37.3355676,2026-01-12
732,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 598(648-5 인근),126.8659215,37.3355676,2026-01-12
733,소화전,부곡동,부곡동,1996-01-01,,경기도 안산시 상록구 부곡동 560(533-6 인근),126.864452,37.3327332,2026-01-12
734,소화전,부곡동,부곡동,1991-06-01,,경기도 안산시 상록구 부곡동 573(550 인근),126.8671982,37.3317053,2026-01-12
735,소화전,이동,이동,1979-01-01,지상쌍구,경기도 안산시 상록구 이동 614-27(590 인근),126.8482133,37.3157804,2026-01-12
736,소화전,부곡동,부곡동,1991-06-01,,경기도 안산시 상록구 부곡동 543-11,126.865762,37.3319168,2026-01-12
737,소화전,부곡동,부곡동,1984-01-01,지하단구,경기도 안산시 상록구 부곡동 707-31(666-8 인근),126.8624642,37.3313535,2026-01-12
738,소화전,부곡동,부곡동,1991-06-01,,경기도 안산시 상록구 부곡동 542-9,126.8649446,37.3322424,2026-01-12
739,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 707-33(626-5 인근),126.8634059,37.3310112,2026-01-12
740,소화전,부곡동,부곡동,1984-01-01,지하단구,경기도 안산시 상록구 부곡동 564(539 인근),126.8641436,37.3322347,2026-01-12
741,소화전,부곡동,부곡동,1979-01-01,,경기도 안산시 상록구 부곡동 560(537 인근),126.864452,37.3327332,2026-01-12
742,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 561(665-5 인근),126.8632471,37.3325685,2026-01-12
743,소화전,부곡동,부곡동,1984-01-01,지하단구,경기도 안산시 상록구 부곡동 570(545-7 인근),126.8668454,37.3319092,2026-01-12
744,소화전,부곡동,부곡동,1984-01-01,지하단구,경기도 안산시 상록구 부곡동 570(546-3 인근),126.8668454,37.3319092,2026-01-12
745,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-51(686-7 인근),126.8595816,37.3242344,2026-01-12
746,소화전,일동,일동,1983-01-01,지하단구,경기도 안산시 상록구 일동 602-1(551-8 인근),126.8598713,37.3155149,2026-01-12
747,소화전,이동,이동,,,경기도 안산시 상록구 이동 567(588-4 인근),126.8604727,37.3063118,2026-01-12
748,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706(681 인근),126.8582469,37.3259426,2026-01-12
749,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-37(682-7 인근),126.8601244,37.3271411,2026-01-12
750,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-31(680 인근),126.861459,37.3261808,2026-01-12
751,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 707-15(661-1 인근),126.8645131,37.3346711,2026-01-12
752,소화전,부곡동,부곡동,1984-01-01,지하단구,경기도 안산시 상록구 부곡동 706-31(599-6 인근),126.861459,37.3261808,2026-01-12
753,소화전,이동,본오동,,,경기도 안산시 상록구 본오동 876(876-8 인근),126.8596207,37.3044654,2026-01-12
754,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-51(695-12 인근),126.8595816,37.3242344,2026-01-12
755,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-51(693 인근),126.8595816,37.3242344,2026-01-12
756,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 706-51(692-5 인근),126.8595816,37.3242344,2026-01-12
757,소화전,부곡동,부곡동,1985-01-01,,경기도 안산시 상록구 부곡동 706-45(614-3 인근),126.8604796,37.3260362,2026-01-12
758,소화전,부곡동,부곡동,1984-01-01,,경기도 안산시 상록구 부곡동 685-11,126.8581342,37.3266803,2026-01-12
